 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,,
5/7/2017,Commodity Buyer,4,Current Employee - Commodity Buyer,ProsWork Life Balance is great,ConsBeuracratic atmosphere. One must adjust to slow decision making processes.,0,,
4/7/2017,Project manager,4,Current Employee - Anonymous Employee,ProsWork - Life balanceGood Pay,ConsGrowth Opportunities,0,,
3/7/2017,Great culture,5,Current Employee - Zone Manager,ProsAmazing work life balance in regional offices. Ability to work as an entrepreneur style consultant to dealer groups.,ConsRaises are very formulaic and do not take much merit into account.,0,,
3/7/2017,PD Supervisor,5,Current Employee - VFG Leader,ProsGreat place to work in automotive segment,ConsStrong process orientation and slow decision making,0,,
15/7/2017,Good work environment and job rotations so that you do not stay in one position for more than 3 years.,3,Former Employee - Financial Analyst,ProsJob rotations| lots of potential to learn from different departments| great pay in comparison with its competitors,ConsDirty politics| preferential treatment for Westerners| people are not treated equally| HR managers are nothing but puppets| upper management usually hire people from their own country,0,,
30/6/2017,Toolmaker,5,Current Employee - TOOLMAKER,ProsAwesome pay and awesome benefits,ConsThere is nothing bad about this job,0,,
15/7/2017,Good work environment and job rotations so that you do not stay in one position for more than 3 years.,3,Former Employee - Financial Analyst,ProsJob rotations| lots of potential to learn from different departments| great pay in comparison with its competitors,ConsDirty politics| preferential treatment for Westerners| people are not treated equally| HR managers are nothing but puppets| upper management usually hire people from their own country,0,,
14/7/2017,Auto Detailor,2,Current Employee - Auto Detailer,ProsYou get to work outside but not in the direct weather in a garage shop,ConsEveryone expects you to be able to fix anything and everything that's wrong with the way the car looks. Most salesmen treat you like the dirt on the bottom of their shoe,0,,
29/6/2017,Product Engineer,4,Current Employee - Product Engineer,ProsGood work environment.I work with passion for developing vehicles.,ConsFew upgrade opportunities.Very bureaucratic procedures,0,,
30/6/2017,Software Engineer at Ford Research and Innovation Center (Palo Alto| CA),4,Current Employee - Software Research Engineer,Pros- Great work environment with great people- Not a whole lot of red tape (Palo Alto office only| HQ can be full of red tape)- Many opportunities to work on cool projects (feels almost too flexible at times). If you like people giving you directions and telling you what to do| this is not the place for you- Take out almost any current Ford / Lincoln vehicle for free test drives (including overnight and weekends)- Lots of free snacks and fruits- Car purchase discounts (additional $2K in addition to company discounts at Palo Alto office)- High visibility with executives since our research lab is pioneering how Ford will do things in the future- Free Caltrain and VTA passes- Pension plan,Cons- No stock compensation (unless if you are management)- Palo Alto commute can be brutal depending on where you live- Pay is lower than most Silicon Valley companies- Dealing with HQ can be tough due to large company process- Many projects can be too research oriented and not even closely related to actual products- Vision can be lacking (can feel like company is lacking direction),0,,
13/7/2017,Better than nothing I guess,3,Current Employee - Assembly Line Worker,ProsGreat health| vision| and dental benefits. Pay is better than most places. At least your working. Things could always be better tho,ConsHours are terrible. Almost like they want to live there. You get vacation time but can't use it if you want to get paid when the company decides to go on shut down. Union isn't all that great. Foreman are terrible. They can make you work mandatory overtime. Which they do inconveniently. And some of the jobs make you think the company must have OSHA in their pocket. But it's better than nothing.,0,,
28/6/2017,Great Experience So Far,5,Current Employee - Anonymous Employee,ProsInnovative Projects| Enthusiastic Workforce| Relaxed Work Environment,ConsBureaucracy| Takes forever to get things done| Some colleagues skate by without working| Part of the workforce is resistant to change,0,,
27/6/2017,Program Buyer,4,Current Employee - Program Buyer,ProsHuge American industry company.Good cross-functional experience.,ConsFixed salary| it might be taken several years to get any promotion.,0,,
24/6/2017,Global Business Analyst,4,Former Employee - Anonymous Employee,ProsGreat leadership| provided ample room to learn and grown in the organization.,ConsLack of development resources in the FordPass team,0,,
23/6/2017,Ford Review,5,Former Employee - Anonymous Employee,Prosnice environment| open and kind,Consmoving was required for job,0,,
23/6/2017,Sr. Automation Engineer,5,Current Employee - Anonymous Employee,ProsAutomotive Manufacturing Welding Engineering Proficient,Consnone none none none none,0,,
22/6/2017,Manufacturing Engineer,4,Current Employee - Manufacturing Engineer,ProsFlexibility| pay| bonus| mostly good managers,ConsOT policy sucks in manufacturing| long hours| lots of travel in manufacturing,0,,
5/7/2017,Jim Keay Ford,2,Former Employee - SERVICE ADVISOR,ProsGreat co-worker relations| continuous training,ConsLong hours| rude customers| unorganized,0,,
19/6/2017,A great company to work for.,5,Former Employee - Designer,ProsThe bosses were people to look up to and were mentors. Worked on a wide variety of projects and programs.,"ConsVery high level of competition amongst employees| sometimes to the detriment of the product. Overall very few ""cons"" about the place.",0,,
30/6/2017,Area Manager,3,Former Employee - Project Leader,Prosgood salary| good conditions excellent facilities family spirit,"Conslatest ""fad orientated"" | unwilling to change | very very process orientated with little room for flex. not good at recognising initiative. not dextrous . Very top down and autocratic.",0,,
30/6/2017,sales,3,Former Employee - Anonymous Employee,Prosgreat but not too great,Consbad but not too terrible,0,,
15/6/2017,Purchasing,4,Former Employee - Anonymous Employee,ProsGreat team atmosphere. Opportunities for growth since it is big.,ConsDoesn't pay as well as others.,0,,
14/6/2017,Ford Motor Company,4,Current Employee - Anonymous Employee,ProsGreat work-life balance and vacation benefits,ConsWork process is very slow,0,,
13/6/2017,CAE Engineer,5,Current Employee - Anonymous Employee,ProsGreat place to work!Good Work Life Balance!,ConsNothing that I can get to mind,0,,
27/6/2017,Sufficient| but the ambitious will be left wanting more,3,Current Employee - Visualization Specialist,ProsThey will keep you around if they can| standard benefits/compensationYou get the slightly-comforting feeling of being involved in something important,ConsIt is a large company with all the bureaucracy that comes along with that.Vehicle programs can be the epitome of chaos. Panic and frustration looms as if all parties involved have never done this sort of thing before - although they obviously have. You are often left feeling like you stumbled recklessly across the finish line rather than finishing gracefully and proud of what you have done.,0,,
26/6/2017,Drivability technician,3,Former Employee - ASE Certified Automotive Technician,ProsYou don't have to work on all makes and models. Just Fords,ConsIf you are a mechanic that can fix cars| you will get every nightmare problem child.There were 14 managers in the 10 years I worked there,0,,
26/6/2017,Good place to work,3,Current Employee - Design Engineer,ProsGood company to develop skills,ConsCompany strategy not clear enough,0,,
17/7/2017,Pointless,1,Current Employee - Receptionist,ProsEasy commute. Good air circulation.,ConsNo structure| low pay| overworked| a lot of gossip. Didn't know what my pay was upon hire; been here 3 weeks still no check. Everything find on paper| responsible for way too much,0,,
