 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,,
5/8/2015,Worst Place of Choice,1,Former Employee - Technical Architect,Pros1. Work Life Balance2. Learn good amount of politics.,Cons1. No New work| all are based on Legacy system2. Management in India just know how to relax and play politics.3. Send onsite only the selected people.,-3,,
29/3/2015,best in industry to improve skills,5,Current Employee - Anonymous Employee,ProsI wanted to improve my technical skill as this is the best company in automobiles.,ConsVery difficult to get job for freshers but once you get then everything become easier.,0,,
31/3/2015,Good,3,Current Employee - Anonymous Employee,ProsGood Organisation| for senior level candidates ...,ConsDecision making and moving ahead is difficult,0,,
1/2/2015,Intern,3,Former Employee - Anonymous Employee,ProsPeaceful working environment| Employees are very friendly.,ConsNo value for your efforts,0,,
21/12/2014,Project Engineer,3,Former Employee - Anonymous Employee,"Pros""Good work life Balance| excellent colleagues to work with very professional""""Salary employees are treated very well| good pay and benefits| great work environment""""I liked the cause work environment and friendly nature working as a salesman""""Good benefit in good pay in there r good people to work with""""Great benefits| even better 401K plan and very competitive salary/bonus structure""","Cons""Work/life balance can be a challenge working in a global company""""Significance of work sometimes requires long hours""""Also| you can feel disconnected from upper management cause there are so many levels""""No chance for moving up| senior management only cares about covering their back""""The corporate culture can be a bit old-school""",0,,
25/7/2014,Great experience| thorough control on all process,5,Former Employee - Anonymous Employee,ProsCulture |value| system |transparency| knowledge base,ConsToo much system bindings|slow implemention of,0,,
6/8/2014,Embedded Engineer,3,Current Employee - Anonymous Employee,ProsWork Life Balance| Lot of Politics,ConsPackage is not good as compared to other industries.,0,,
12/4/2014,Pretty Good so far,3,Current Employee - Anonymous Employee,Pros1. One of the best company if your enthusiastic to learn which is vast in this org.2. Flexible working hours depends on the team again.,Cons1. Very less onsite opportunities.,0,,
1/2/2014,good,3,Current Employee - Anonymous Employee,Prosnice wrk in the company,Consmore work in the company,0,,
14/11/2013,Very Gud,5,Current Employee - Anonymous Employee,ProsThe Brand Name gives a boost to career,ConsLow market share decline in number of sales,0,,
17/7/2017,Business Process Coordinator,5,Current Employee - Anonymous Employee,Prosteam working environment| employee friendly| most admired company in uzbekistan|,Consmanufacturing industry| low production | located outside of the city|,0,,
17/7/2017,Recommended Employer,5,Current Employee - Assembly Line Worker,ProsI recommend General Motors because of the Benifits they provide at no cost and the amount of hourly pay and overtime you can get. Top out after 15 years is approx. 30 dollars an hour for line workers.,ConsWhen you first start off it is difficult to settle into one job due to seniority rights.,0,,
17/7/2017,Contractor,4,Current Employee - Anonymous Employee,ProsAttitude for team working| available to give and receive tips| in order to enrich both my personal knowledge and the team final outcome value.Inventiveness| personality|,ConsRequirement to understand concepts all the way through direct experience and experiments. Inclination to supervise developments of the whole process.,0,,
17/7/2017,Safe and stable company,4,Current Employee - Analyst,ProsContinue Training and developing| benefit| stable and secure job,ConsDifficult to get promotion| and repetetive work,0,,
14/7/2017,I liked it!,4,Former Employee - Assembly Line Worker,Prosgreat pay| great people| and did i mention great pay?,ConsToo much overtime| union sucks,0,,
13/7/2017,TRACK - Supply Chain,5,Current Employee - Anonymous Employee,ProsLearning| Pay| Opportunity to choose path| opportunity for many careers,ConsPolitical| Automotive is made for a certain kind of person| some old school thinking left,0,,
13/7/2017,Good Company overall,4,Current Employee - Anonymous Employee,ProsAmazing opportunities if you take the time to look and connect,ConsNot all managers are the same| office politics is real and have to be willing to play the game sometimes,0,,
12/7/2017,Engineer,5,Current Employee - Anonymous Employee,ProsOpportunities to make an impact,ConsOld processes and old thinking for most employees and middle management,0,,
11/7/2017,Quality Engineer,5,Former Employee - Anonymous Employee,ProsGreat company to work for| environment| and people,ConsRecognition system is lacking. Employees that go far and beyond their duties never get rewarded/compensated accordingly.,0,,
11/7/2017,TRACK Finance Analyst,4,Current Employee - Anonymous Employee,ProsFast network building| high profile roles,ConsSuccess is too dependent on who you know rather than letting your work speak for itself,0,,
10/7/2017,I love working for GM| such exciting energy at this company right now.,5,Current Employee - Anonymous Employee,ProsDiscounts on cars are nice,ConsMichigan isn't that great tbh,0,,
10/7/2017,Big Data Engineer,4,Current Employee - Anonymous Employee,ProsQuality company with quality employees.,ConsLeadership direction at times vague.,0,,
8/7/2017,Great company to work for,5,Current Employee - Manager,Proslots of opportunities across the globe - in 140 countries,Constraditional manufacturing environment at times,0,,
5/7/2017,Design Release Engineer Senior,5,Current Employee - Anonymous Employee,ProsSo great company to work,ConsMexican Salary low and salary is growing so slow,0,,
5/7/2017,welder,5,Former Employee - Retired,ProsWorked for gm as a welder and pallet set up man for triaxes. Had good employee relationship and positve optimistic attitude,Conswould like a driver delivery job would be apostive influence for the company I WORK FOR and a encouragement for future growth. the only negative Quality I have is I'm in exteem debt,0,,
6/7/2017,Software Dev,5,Current Employee - Senior Software Engineer,ProsGreat company to work for.,ConsNothing in particular. Could be better.,0,,
5/7/2017,Good company but not ideal.,4,Current Employee - Anonymous Employee,ProsLarge and diverse organization.,ConsLack of the solid long-term strategy.,0,,
6/7/2017,Software Developer,4,Current Employee - Anonymous Employee,ProsGreat work environment| people and work flexibility. I've enjoyed quite a few projects I've worked on and didn't enjoy others. You can advance in the company if you focus solely on advancing. Pay slightly lower than Austin Market but benefits are extremely good. Especially holidays.,ConsExtreme lulls in workload from time to time. Which is both good and bad. Very unclear avenues for promotion/advancement.Can get positioned into certain platforms of work (DBs| SAP| SalesForce| whatever) and get kind of trapped if you don't make it very very known you don't want to be working with this platform.,0,,
